Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA5,MA10,Volume_Change,RSI,Post_Earnings
2021-01-04 00:00:00-05:00,130.419813747916,130.50772046788387,123.81677157197642,126.40524291992188,143301900,0.0,0.0,,,,,,0
2021-01-05 00:00:00-05:00,125.89730007314076,128.68113183141298,125.44797426380224,127.96807098388672,97664900,0.0,0.0,1.2363633247039374,,,-31.846751508528502,,0
2021-01-06 00:00:00-05:00,124.75448951278716,128.0071725267185,123.445598898271,123.66049194335938,155088000,0.0,0.0,-3.3661357926304425,,,58.79604648138685,,0
2021-01-07 00:00:00-05:00,125.37961563692647,128.5736938299987,124.89122511401924,127.8801727294922,109578200,0.0,0.0,3.4123111753959323,,,-29.344501186423187,,0
2021-01-08 00:00:00-05:00,129.35509913564104,129.55046725691102,127.20618394212671,128.9839324951172,105158200,0.0,0.0,0.8631203274645172,126.97958221435547,,-4.033649028730169,,0
2021-01-11 00:00:00-05:00,126.1903448095608,127.1475860544949,125.51636350795052,125.98521423339844,100384500,0.0,0.0,-2.324877373259082,126.89557647705078,,-4.539541376706713,,0
2021-01-12 00:00:00-05:00,125.51636516935064,126.67873700583286,123.91444484041192,125.80940246582033,91951100,0.0,0.0,-0.13954952463898218,126.4638427734375,,-8.40109777903959,,0
2021-01-13 00:00:00-05:00,125.77030485446012,128.39784789227025,125.50658473947468,127.8508529663086,88636800,0.0,0.0,1.6226533633230567,127.30191497802734,,-3.604415825368046,,0
2021-01-14 00:00:00-05:00,127.7629473127755,127.9583005158704,125.77030588952316,125.91683197021484,90221800,0.0,0.0,-1.5127165374511864,126.90924682617188,,1.7881963247770694,,0
2021-01-15 00:00:00-05:00,125.78986283591505,127.19642993721088,124.05119375361772,124.1879425048828,111598500,0.0,0.0,-1.3730407907189157,125.950048828125,126.46481552124024,23.693497580407396,,0
2021-01-19 00:00:00-05:00,124.81309643726976,125.7215106737219,123.99260383334368,124.8619384765625,90757300,0.0,0.0,0.5427225526771329,125.72539367675782,126.3104850769043,-18.675161404499164,,0
2021-01-20 00:00:00-05:00,125.67265386569356,129.4137270875099,125.56520735367548,128.9644012451172,104319500,0.0,0.0,3.2855991334178603,126.35639343261718,126.41011810302734,14.943370946469315,,0
2021-01-21 00:00:00-05:00,130.6933214660753,136.42702207412472,130.48819086563083,133.69203186035156,120150900,0.0,0.0,3.665841557507621,127.52462921142578,127.41327209472657,15.17587795186901,,0
2021-01-22 00:00:00-05:00,133.1157150150256,136.60283037919487,131.88497630652225,135.8409423828125,114459400,0.0,0.0,1.6073587128256017,129.50945129394532,128.2093490600586,-4.736959939542695,64.87073256835154,0
2021-01-25 00:00:00-05:00,139.74807334283994,141.72116035187767,133.36967931189386,139.60154724121094,157611700,0.0,0.0,2.768388375723063,132.59217224121093,129.27111053466797,37.70096645622816,68.59349691030356,0
2021-01-26 00:00:00-05:00,140.2657999485411,140.94954387426174,138.0875669290671,139.8360137939453,98390600,0.0,0.0,0.16795412183308045,135.5869873046875,130.65619049072265,-37.57405065740678,67.37213699324683,0
