Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,MA5,MA10,Volume_Change,RSI,Post_Earnings
2021-01-04 00:00:00-05:00,92.11000061035156,96.05999755859376,90.91999816894533,92.3000030517578,51802600,0.0,0.0,,,,,,0
2021-01-05 00:00:00-05:00,92.0999984741211,93.20999908447266,91.41000366210938,92.7699966430664,34208000,0.0,0.0,0.5092021405948,,,-33.964704474292795,,0
2021-01-06 00:00:00-05:00,91.62000274658205,92.27999877929688,89.45999908447266,90.33000183105467,51911700,0.0,0.0,-2.6301551151280522,,,51.753098690364816,,0
2021-01-07 00:00:00-05:00,91.33000183105467,95.51000213623048,91.1999969482422,95.16000366210938,42897200,0.0,0.0,5.347062695834226,,,-17.365064137757003,,0
2021-01-08 00:00:00-05:00,95.9800033569336,96.4000015258789,93.2699966430664,94.58000183105467,39816400,0.0,0.0,-0.6095016905570461,93.02800140380859,,-7.181820724895793,,0
2021-01-11 00:00:00-05:00,94.02999877929688,99.2300033569336,93.76000213623048,97.25,48600200,0.0,0.0,2.823004987581479,94.01800079345702,,22.060758883274232,,0
2021-01-12 00:00:00-05:00,97.86000061035156,98.97000122070312,94.06999969482422,95.36000061035156,67672300,0.0,0.0,-1.943444102466263,94.53600158691405,,39.24284262204682,,0
2021-01-13 00:00:00-05:00,93.01000213623048,93.88999938964844,90.83999633789062,91.77999877929688,60712900,0.0,0.0,-3.754196526993381,94.8260009765625,,-10.283971432920113,,0
2021-01-14 00:00:00-05:00,91.7699966430664,92.36000061035156,90.4499969482422,90.79000091552734,53408200,0.0,0.0,-1.0786640629078414,93.95200042724609,,-12.031545190560822,,0
2021-01-15 00:00:00-05:00,90.75,91.58999633789062,87.86000061035156,88.20999908447266,49340300,0.0,0.0,-2.8417246448264377,92.6779998779297,92.85300064086914,-7.616620668736262,,0
2021-01-19 00:00:00-05:00,89.55999755859375,89.58000183105469,87.23999786376953,89.44999694824219,45115100,0.0,0.0,1.4057339039104555,91.11799926757813,92.56800003051758,-8.563385305723713,,0
2021-01-20 00:00:00-05:00,90.5500030517578,90.77999877929688,88.5999984741211,88.75,35185800,0.0,0.0,-0.7825567044426163,89.7959991455078,92.16600036621094,-22.008817446930184,,0
2021-01-21 00:00:00-05:00,89.33999633789062,92.06999969482422,88.43000030517578,91.52999877929688,54221900,0.0,0.0,3.132392990757049,89.74599914550781,92.28600006103515,54.10165464477148,,0
