Feature,Coefficient
sentiment_score,-1.441679685348676
pre_return,-0.978473965527079
pre_volume_change,1.6298910446918404
pre_rsi,-1.901908289041862
sentiment_score,-1.441679685348676
sentiment_negative,1.4416796853485925
sentiment_positive,-1.4416796853485925
