Feature,Coefficient
sentiment_score,0.039296809733379706
pre_return,0.04251433075863829
pre_volume_change,-0.04985828502541799
pre_rsi,0.056501637675696874
sentiment_score,0.039296809733379706
sentiment_positive,0.0
