Feature,Coefficient
sentiment_score,-0.02926733765814301
pre_return,-0.10023564805959859
pre_volume_change,0.14574762996625087
pre_rsi,0.0910113341968026
sentiment_score,-0.02926733765814301
sentiment_positive,0.0
